"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","Launch Statistics","Dynamic Shared Memory Per Block","Kbyte/block","73.73",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","Launch Statistics","Static Shared Memory Per Block","byte/block","0",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","Launch Statistics","# SMs","SM","148",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","Launch Statistics","Stack Size","","1024",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","Launch Statistics","Threads","thread","16384",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","Launch Statistics","# TPCs","","74",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","Launch Statistics","Enabled TPC IDs","","all",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","Launch Statistics","Uses Green Context","","0",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","Launch Statistics","Waves Per SM","","0.29",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","LaunchStats","","","","LaunchConfiguration","OPT","The grid for this launch is configured to execute only 128 blocks, which is less than the GPU's 148 multiprocessors. This can underutilize some multiprocessors. If you do not intend to execute this kernel concurrently with other workloads, consider reducing the block size to have at least one block per multiprocessor or increase the size of the grid to fully utilize the available hardware resources. See the Hardware Model (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#metrics-hw-model) description for more details on launch configurations.","global","13.51"
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","Occupancy","Max Active Clusters","cluster","0",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","Occupancy","Max Cluster Size","block","8",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","Occupancy","Overall GPU Occupancy","%","0",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","Occupancy","Cluster Occupancy","%","0",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","Occupancy","Block Limit Barriers","block","32",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","Occupancy","Block Limit SM","block","32",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","Occupancy","Block Limit Registers","block","3",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","Occupancy","Block Limit Shared Mem","block","3",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","Occupancy","Block Limit Warps","block","16",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","Occupancy","Theoretical Active Warps per SM","warp","12",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","Occupancy","Theoretical Occupancy","%","18.75",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","Occupancy","Achieved Occupancy","%","6.21",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","Occupancy","Achieved Active Warps Per SM","warp","3.98",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","Occupancy","","","","AchievedOccupancy","OPT","The difference between calculated theoretical (18.8%) and measured achieved occupancy (6.2%) can be the result of warp scheduling overheads or workload imbalances during the kernel execution. Load imbalances can occur between warps within a block as well as across blocks of the same kernel. See the CUDA Best Practices Guide (https://docs.nvidia.com/cuda/cuda-c-best-practices-guide/index.html#occupancy) for more details on optimizing occupancy.","local","66.86"
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","Occupancy","","","","TheoreticalOccupancy","OPT","The 3.00 theoretical warps per scheduler this kernel can issue according to its occupancy are below the hardware maximum of 16. This kernel's theoretical occupancy (18.8%) is limited by the number of required registers, and the required amount of shared memory.","local","81.25"
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","GPU and Memory Workload Distribution","Average DRAM Active Cycles","cycle","996.12",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","GPU and Memory Workload Distribution","Total DRAM Elapsed Cycles","cycle","5763584",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","GPU and Memory Workload Distribution","Average L1 Active Cycles","cycle","16200.82",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","GPU and Memory Workload Distribution","Total L1 Elapsed Cycles","cycle","3824574",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","GPU and Memory Workload Distribution","Average L2 Active Cycles","cycle","19163.11",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","GPU and Memory Workload Distribution","Total L2 Elapsed Cycles","cycle","4787220",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","GPU and Memory Workload Distribution","Average SM Active Cycles","cycle","16200.82",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","GPU and Memory Workload Distribution","Total SM Elapsed Cycles","cycle","3824574",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","GPU and Memory Workload Distribution","Average SMSP Active Cycles","cycle","16207.49",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","GPU and Memory Workload Distribution","Total SMSP Elapsed Cycles","cycle","15298296",
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","WorkloadDistribution","","","","WorkloadImbalance","OPT","One or more SMs have a much lower number of active cycles than the average number of active cycles. Maximum instance value is 15.54% above the average, while the minimum instance value is 100.00% below the average.","global","9.741"
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","WorkloadDistribution","","","","WorkloadImbalance","OPT","One or more SMSPs have a much lower number of active cycles than the average number of active cycles. Maximum instance value is 15.74% above the average, while the minimum instance value is 100.00% below the average.","global","9.874"
"0","885949","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(Params)","1","20","(128, 1, 1)","(128, 1, 1)","0","10.0","WorkloadDistribution","","","","WorkloadImbalance","OPT","One or more L1 Slices have a much lower number of active cycles than the average number of active cycles. Maximum instance value is 15.54% above the average, while the minimum instance value is 100.00% below the average.","global","9.741"
